btag_Velocity,<null>
btag_Storage,<null>
btag_Start,<null>
brick_AHU_Economizer_Mode_Status,virtual point used for controls
btag_Cutout,<null>
btag_Capacity,<null>
brick_VFD_Acceleration_Time_Setpoint,Setpoint for acceleration
btag_Frost,<null>
brick_Average_Cooling_Demand_Sensor,Average of cooling demand across thermal zones. This could be for one AHU or one floor or entire building
btag_Failure,<null>
brick_VAV_CO2_Level_Sensor,Sensor for the measurement of carbon dioxide gas.
btag_Domestic,<null>
btag_Peak,<null>
btag_Lockout,<null>
brick_VFD_Run_Direction_Status,Status of VFD direction. Synonym
btag_PID,<null>
brick_VFD_Hand_Auto_Status,Indicates if it is in manual or auto mode.
btag_Lowest,<null>
btag_Off,<null>
brick_Chilled_Water_Pump_Enable_Status,Allows the pump to be used. It is a sensor.
btag_High,<null>
btag_Shed,<null>
btag_Condensate,<null>
btag_Remotely,<null>
btag_Warm,<null>
btag_Hail,<null>
btag_Output,<null>
brick_AHU_Outside_Air_Lockout_Temperature_Setpoint,Temperature at which chiller stops cooling because outside air is too cold already
brick_AHU_VFD_Speed_Command,Tells the VFD to run at certain % of its capacity
btag_Protect,<null>
btag_Integrative,<null>
btag_Leak,<null>
brick_AHU_Discharge_Fan_VFD_Speed_Command,AHU commands its supply fans to run at specified % of its capacity
brick_Return_Fan_Air_Flow_Sensor,Air flow measurements specific to a fan
brick_Chilled_Water,Water used as a cooling medium (particularly in air-conditioning systems or in processes) at below ambient temperature.
btag_Low,<null>
btag_Wing,<null>
btag_Freezer,<null>
brick_Unoccupied_Mode_Setpoint,virtual point used for controls
btag_Override,<null>
btag_Laboratory,<null>
brick_Room_Temperature_Sensor,Room Temperature Sensor
btag_Stages,<null>
brick_Pre_Filter_Status,Pre-filter filters large particles. Point indicates the if filter is dirty
btag_Stop,<null>
brick_Load_Current_Sensor,Measured current
btag_Even,<null>
brick_Outside_Air_Lockout_Temperature_Differential_Sensor,Difference between measured temperature and lockout setpoint
btag_FCU,<null>
btag_Switch,<null>
btag_Exchanger,<null>
brick_VAV_Zone_Temperature_Sensor,Temperature sensor in the thermostat to measure the actual zone temperature
brick_Status,"State, position, or condition of an item. (adopted from ASHRAE dictionary) Technically, this value should not be arbitrarily written by users or other systems as it is an observation."
btag_Push,<null>
brick_Fault_Reset_Command,Command to reset fault status after fixed by operator
brick_Discharge_Air_Flow_Sensor,Discharge Air Flow Sensor
btag_Compressor,<null>
brick_Acceleration_Time_Setpoint,Setpoint for acceleration
btag_Basement,<null>
btag_Code,<null>
brick_VAV_Temporary_Occupancy_Status,Sensor that indicates the button on thermostat has been pressed on weekend/nights. Typically turns On HVAC for a set number of hours.
btag_Acceleration,<null>
brick_VFD_Motor_Current_Sensor,Measured current
brick_Temperature_Sensor,A general purpose temperature sensor
btag_Overload,<null>
btag_Frequency,<null>
brick_VAV_Zone_Air_Temperature_Sensor,Temperature sensor in the thermostat to measure the actual zone temperature
btag_Relative,<null>
btag_Step,<null>
brick_VFD_Speed_Command,Tells the VFD to run at certain % of its capacity
btag_Request,<null>
btag_Turn,<null>
btag_Last,<null>
btag_Schedule,<null>
btag_Emergency,<null>
btag_Unit,<null>
btag_Power,<null>
btag_DemandResponse,<null>
btag_Ventilation,<null>
btag_Fume,<null>
btag_Piezoelectric,<null>
brick_VAV_Damper_Position_Sensor,Percentage of damper open
brick_Drive_Ready_Status,TBD
brick_Economizer_Mode_Status,virtual point used for controls
brick_Occupied_Mode_Status,virtual point used for controls
brick_Zone_Temperature_Sensor,Temperature sensor in the thermostat to measure the actual zone temperature
btag_AHU,<null>
btag_UndefinedMeasurement,<null>
btag_Reheat,<null>
brick_AHU_Economizer_Differential_Air_Temperature_Setpoint,Difference between return air flow and outside air flow
brick_DC_Bus_Voltage_Sensor,Voltage measured on the communication/control lines
btag_Supply,<null>
btag_Fresh,<null>
brick_FCU_Humidity_Sensor,A general purpose humidity sensor
brick_CRAC_Humidity_Sensor,A general purpose humidity sensor
btag_Drive,<null>
brick_Return_Air,"Air removed from a space to be recirculated or exhausted. Air extracted from a space and totally or partially returned to an air conditioner, furnace, or other heating, cooling, or ventilating system."
btag_Reference,<null>
btag_Dew,<null>
brick_AHU_Fan_Run_Request_Status,Request from AHU for the fan to run
btag_Furniture,<null>
brick_VAV_Thermostat_Adjust_Sensor,User's delta command to control temperature setpoint in thermostat
brick_Pressure_Sensor,A general purpose pressure sensor
btag_Fire,<null>
btag_Conditioning,<null>
btag_CRAC,<null>
btag_Indicator,<null>
btag_Occupancy,<null>
brick_AHU_Static_Pressure_Max_Setpoint,Max Static Pressure in the supply duct (per Design)
